year,julian-day,standard-time,Solar_Wm2,Rain_mm,Wind_ms.1,Tair_C,Tsoil_C,D_kPa,GW,E-MD,P-PD,P-MD,leaftemp,leaf-air-temp-diff
2023,226,8,62.91028446389496,0.0,0.2519,30.4355,27.100000000000023,2.977386359810221,,,,,26.99,-3.4455000000000027
2023,226,9,114.8796498905908,0.0,0.8983,32.15047,28.470000000000027,3.548921569959573,,,,,28.495,-3.6554699999999976
2023,226,10,169.58424507658643,0.0,1.074767,33.59219,29.930000000000007,3.864131912035659,,,,,30.75625,-2.835940000000001
2023,226,11,340.26258205689277,0.0,2.012333,35.79115,31.340000000000032,4.564514212415941,,,,,34.95375,-0.8374000000000024
2023,226,12,283.91684901531727,3.16,2.137666,35.73768,32.650000000000034,4.5801174185193085,,,,,33.8825,-1.8551799999999972
2023,226,13,207.87746170678335,0.0,1.727,36.2089,33.84000000000003,4.7387101072164315,,,,,34.00375,-2.2051500000000033
2023,226,14,178.8840262582057,0.0,2.055,36.93184,34.89000000000004,5.066039378687526,,,,,34.245,-2.6868400000000037
2023,226,15,290.48140043763675,0.0,1.855,37.64296,35.73000000000002,5.3414762455952705,,,,,36.06375,-1.5792100000000033
2023,226,16,153.17286652078775,0.0,1.601667,37.69699,36.30000000000001,5.304006344527085,,,,,35.54375,-2.1532399999999967
2023,226,17,117.06783369803064,0.0,2.033667,38.4945,36.700000000000045,5.587581840470796,,,,,35.26875,-3.225750000000005
2023,226,18,60.17505470459518,3.16,1.732333,37.74137,36.80000000000001,5.317405997240505,,,,,35.46375,-2.277620000000006
2023,226,19,8.205689277899342,0.0,1.689667,36.62786,36.22000000000003,4.923263032793381,,,,,34.47125,-2.1566100000000006
2023,226,20,0.0,0.0,1.423,35.49529,34.910000000000025,4.535069849981391,,,,,33.5375,-1.9577899999999957
2023,226,21,0.0,0.0,1.233667,34.76839,33.58000000000004,4.2970054942969895,,,,,33.015,-1.753389999999996
2023,226,22,0.0,0.0,0.0,33.28571,32.420000000000016,3.820830723671847,,,,,30.23625,-3.0494600000000034
